"3ad55cc04e22f9233c1319375b6cbeac362c21c8","3",0.0007895200005805236,"2025-08-01 21:40:02.694185"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","6",0.0006141480007499922,"2025-08-01 21:40:02.741760"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","5",0.0006835760004832991,"2025-08-01 21:40:02.753077"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","7",0.0005920220000916743,"2025-08-01 21:40:03.243707"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","10",0.0020776250003109453,"2025-08-01 21:40:03.245492"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","1",0.0009271440003431052,"2025-08-01 21:40:03.244407"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","8",0.0007064279998303391,"2025-08-01 21:40:03.244571"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","2",0.001173452999864821,"2025-08-01 21:40:03.243781"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","9",0.000889484000254015,"2025-08-01 21:40:03.244393"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","4",0.0008464929996989667,"2025-08-01 21:40:03.244648"
