"3ad55cc04e22f9233c1319375b6cbeac362c21c8","7",0.0007730610004728078,"2025-08-04 13:30:58.543463"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","8",0.0006729720007569995,"2025-08-04 13:30:58.545654"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","1",0.0008959440001490293,"2025-08-04 13:30:58.550087"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","4",0.0008424110001215013,"2025-08-04 13:30:58.547508"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","2",0.001047194000420859,"2025-08-04 13:30:58.552808"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","5",0.0005264569999781088,"2025-08-04 13:30:58.551396"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","10",0.0024258570001620683,"2025-08-04 13:30:58.546949"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","9",0.0008150610001393943,"2025-08-04 13:30:58.588685"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","3",0.0008929010000429116,"2025-08-04 13:30:59.044963"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","6",0.00068734799970116,"2025-08-04 13:30:59.082980"
