"3ad55cc04e22f9233c1319375b6cbeac362c21c8","1",0,"None","308142",1,1,0,"0","2025-08-04 11:38:51.257056"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","2",0,"None","297348",1,1,0,"0","2025-08-04 11:38:51.500047"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","6",0,"None","357479",1,1,0,"0","2025-08-04 11:38:51.560730"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","10",0,"None","462691",1,1,0,"0","2025-08-04 11:38:51.683002"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","5",0,"None","357097",1,1,0,"0","2025-08-04 11:38:51.892490"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","4",0,"None","332779",1,1,0,"0","2025-08-04 11:38:51.960067"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","3",0,"None","311987",1,1,0,"0","2025-08-04 11:38:52.099572"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","7",0,"None","368819",1,1,0,"0","2025-08-04 11:38:52.098148"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","8",0,"None","394492",1,1,0,"0","2025-08-04 11:38:52.188672"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","9",0,"None","439170",1,1,0,"0","2025-08-04 11:38:52.237194"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","1",1,"3","308142",1,1,0,"0","2025-08-04 11:51:48.781785"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","2",1,"3","297348",1,1,0,"0","2025-08-04 11:52:03.387393"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","3",1,"3","311987",1,1,0,"0","2025-08-04 11:53:52.826774"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","4",1,"3","332779",1,1,0,"0","2025-08-04 11:54:54.153236"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","6",1,"3","357479",1,1,0,"0","2025-08-04 11:56:25.311518"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","5",1,"3","357097",1,1,0,"0","2025-08-04 11:56:34.966888"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","7",1,"3","368819",1,1,0,"0","2025-08-04 11:57:22.477698"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","8",1,"3","394492",1,1,0,"0","2025-08-04 11:59:57.309795"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","9",1,"3","439170",1,1,0,"0","2025-08-04 12:04:21.895226"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","10",1,"3","462691",1,1,0,"0","2025-08-04 12:06:11.858643"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","1",2,"3","308142",1,1,0,"0","2025-08-04 12:19:06.474023"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","2",2,"3","297348",1,1,0,"0","2025-08-04 12:19:22.332992"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","3",2,"3","311987",1,1,0,"0","2025-08-04 12:20:50.287120"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","4",2,"3","332779",1,1,0,"0","2025-08-04 12:22:15.601693"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","5",2,"3","357097",1,1,0,"0","2025-08-04 12:23:56.718686"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","6",2,"3","357479",1,1,0,"0","2025-08-04 12:23:58.940998"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","7",2,"3","368819",1,1,0,"0","2025-08-04 12:24:56.820732"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","8",2,"3","394492",1,1,0,"0","2025-08-04 12:27:20.310651"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","9",2,"3","439170",1,1,0,"0","2025-08-04 12:31:42.526567"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","10",2,"3","462691",1,1,0,"0","2025-08-04 12:34:22.135065"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","1",3,"3","308142",1,1,0,"0","2025-08-04 12:47:15.474031"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","2",3,"3","297348",1,1,0,"0","2025-08-04 12:47:35.451285"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","3",3,"3","311987",1,1,0,"0","2025-08-04 12:48:58.377434"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","4",3,"3","332779",1,1,0,"0","2025-08-04 12:50:23.941719"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","6",3,"3","357479",1,1,0,"0","2025-08-04 12:51:57.102460"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","5",3,"3","357097",1,1,0,"0","2025-08-04 12:52:09.734533"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","7",3,"3","368819",1,1,0,"0","2025-08-04 12:53:00.586800"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","8",3,"3","394492",1,1,0,"0","2025-08-04 12:55:35.968777"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","9",3,"3","439170",1,1,0,"0","2025-08-04 12:59:53.521372"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","10",3,"3","462691",1,1,0,"0","2025-08-04 13:02:33.205691"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","1",4,"3","308142",1,1,0,"0","2025-08-04 13:15:37.348431"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","2",4,"3","297348",1,1,0,"0","2025-08-04 13:15:45.643550"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","3",4,"3","311987",1,1,0,"0","2025-08-04 13:17:18.595287"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","4",4,"3","332779",1,1,0,"0","2025-08-04 13:18:33.940390"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","6",4,"3","357479",1,1,0,"0","2025-08-04 13:20:50.081904"
