"3ad55cc04e22f9233c1319375b6cbeac362c21c8","6",0.0007902839997768751,"2025-08-03 02:32:14.305820"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","3",0.0007776009997542133,"2025-08-03 02:32:14.783705"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","1",0.001142572999924596,"2025-08-03 02:32:14.786834"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","2",0.0010607240001263565,"2025-08-03 02:32:14.821954"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","7",0.0008012489997781813,"2025-08-03 02:32:14.862027"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","4",0.0006309469999905559,"2025-08-03 02:32:14.862812"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","10",0.00251418400057446,"2025-08-03 02:32:14.862444"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","5",0.0006978609999350738,"2025-08-03 02:32:14.862768"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","9",0.0006076569998185732,"2025-08-03 02:32:14.862072"
"3ad55cc04e22f9233c1319375b6cbeac362c21c8","8",0.0007430200003000209,"2025-08-03 02:32:14.868300"
